Name,Soundex,Frequency
Ansell,A524,6
Ashcroft,A226,6
Askew,A200,6
Aspinall,A215,6
Auty,A300,6
Backhouse,B220,6
Baldock,B432,6
Bale,B400,6
Banham,B550,6
Bartle,B634,6
Bashford,B216,6
Batten,B350,6
Beardsley,B632,6
Beesley,B240,6
Bennetts,B532,6
Beresford,B621,6
Bestwick,B232,6
Biddle,B340,6
Billing,B452,6
Blackman,B425,6
Blanchard,B452,6
Blundell,B453,6
Boden,B350,6
Boon,B500,6
Boyce,B200,6
Breeze,B620,6
Bristow,B623,6
Brittain,B635,6
Broadley,B634,6
Brock,B620,6
Buchanan,B255,6
Burdett,B633,6
Burge,B620,6
Buttery,B360,6
Caddick,C320,6
Campion,C515,6
Carlton,C643,6
Cavanagh,C152,6
Challis,C420,6
Chard,C630,6
Cherry,C600,6
Christmas,C623,6
Christopher,C623,6
Cleaver,C416,6
Clift,C413,6
Cockburn,C216,6
Cocker,C260,6
Cocks,C200,6
Collinge,C452,6
Collison,C425,6
Constable,C523,6
Court,C630,6
Croker,C626,6
Crowley,C640,6
Cullen,C450,6
Culley,C400,6
Cumming,C552,6
Cummings,C552,6
Cunningham,C552,6
Dart,D630,6
Dickerson,D262,6
Dingley,D524,6
Donaldson,D543,6
Doyle,D400,6
Durham,D650,6
Dwyer,D600,6
Earle,E640,6
Edmunds,E355,6
Eldridge,E436,6
Emerson,E562,6
Emmerson,E562,6
English,E524,6
Everitt,E163,6
Exton,E235,6
Fairweather,F636,6
Farrer,F660,6
Farrington,F652,6
Fearn,F650,6
Fearnley,F654,6
Fells,F420,6
Fewster,F236,6
Fidler,F346,6
Fitton,F350,6
Forbes,F612,6
Frances,F652,6
Frisby,F621,6
Furness,F652,6
Gallagher,G426,6
Garlick,G642,6
Garnett,G653,6
Gaunt,G530,6
Gay,G000,6
Gifford,G163,6
Gillingham,G452,6
Gliddon,G435,6
Gott,G300,6
Grange,G652,6
Grigg,G620,6
Groom,G650,6
Gwillim,G450,6
Halford,H416,6
Halls,H420,6
Hambleton,H514,6
Hammersley,H562,6
Handley,H534,6
Hargrave,H626,6
Harmer,H656,6
Hatton,H350,6
Haydon,H350,6
Hazell,H240,6
Healy,H400,6
Hemmings,H552,6
Henwood,H530,6
Hester,H236,6
Heyes,H200,6
Heys,H200,6
Higginson,H252,6
Hindley,H534,6
Hinton,H535,6
Hocking,H252,6
Hogan,H250,6
Hood,H300,6
Hopwood,H130,6
Horsley,H624,6
Huntington,H535,6
Hurford,H616,6
Huxtable,H231,6
Iles,I420,6
Jameson,J525,6
Jaques,J220,6
Jobling,J145,6
Judge,J320,6
Jukes,J220,6
Kendrick,K536,6
Kinsey,K520,6
Knighton,K523,6
Knox,K520,6
Langham,L525,6
Laurence,L652,6
Leary,L600,6
Ledger,L326,6
Leng,L520,6
Levy,L100,6
Lewin,L500,6
Liddell,L340,6
Lindsey,L532,6
Lines,L520,6
Littler,L346,6
Llewellyn,L450,6
Lofthouse,L132,6
Longden,L523,6
Luke,L200,6
Lush,L200,6
Machin,M250,6
Mackey,M200,6
Maggs,M200,6
Maguire,M260,6
Malkin,M425,6
Mansell,M524,6
Marchant,M625,6
Marsland,M624,6
Maynard,M563,6
McKay,M200,6
McMahon,M255,6
McManus,M255,6
Merrett,M630,6
Merritt,M630,6
Milburn,M416,6
Money,M500,6
Moorhouse,M620,6
Mott,M300,6
Moxon,M250,6
Murfin,M615,6
Negus,N220,6
Newall,N400,6
Newby,N100,6
Newcombe,N251,6
Newland,N453,6
Nickson,N250,6
ODonnell,O354,6
ONeil,O540,6
Parrott,P630,6
Peers,P620,6
Pierce,P620,6
Pipe,P100,6
Pitts,P320,6
Pointon,P535,6
Poulton,P435,6
Probert,P616,6
Protheroe,P636,6
Ralph,R410,6
Ramsay,R520,6
Rankin,R525,6
Raven,R150,6
Reason,R250,6
Revett,R130,6
Rickard,R263,6
Riding,R352,6
Rigley,R240,6
Ring,R520,6
Rivers,R162,6
Roebuck,R120,6
Round,R530,6
Rowse,R200,6
Samuel,S540,6
Sandford,S531,6
Sargeant,S625,6
Scriven,S261,6
Seaton,S350,6
Shannon,S550,6
Shenton,S535,6
Sherwood,S630,6
Shirley,S640,6
Siddall,S340,6
Sinfield,S514,6
Smale,S540,6
Snook,S520,6
South,S300,6
Spain,S150,6
Staley,S340,6
Stamp,S351,6
Staples,S314,6
Steed,S330,6
Sterry,S360,6
Stockton,S323,6
Stuart,S363,6
Tayler,T460,6
Teasdale,T234,6
Tew,T000,6
Thomson,T525,6
Tindall,T534,6
Tinsley,T524,6
Tippett,T130,6
Tonkin,T525,6
Topham,T150,6
Townend,T553,6
Trow,T600,6
Tunnicliff,T524,6
Varley,V640,6
Walden,W435,6
Walls,W420,6
Warr,W600,6
Warrington,W652,6
Waterman,W365,6
Watkinson,W325,6
Wear,W600,6
Welton,W435,6
Whitmore,W356,6
Wickham,W250,6
Wiggins,W252,6
Willett,W430,6
Willoughby,W421,6
Willson,W425,6
Worsley,W624,6
Wragg,W620,6
Wroe,W600,6
Abrahams,A165,5
Adshead,A323,5
Alderson,A436,5
Alford,A416,5
Allan,A450,5
Allsop,A421,5
Apps,A120,5
Aspden,A213,5
Astbury,A231,5
Ayers,A620,5
Ayre,A600,5
Bagley,B240,5
Baily,B400,5
Bamforth,B516,5
Barclay,B624,5
Barrs,B620,5
Barter,B636,5
Beal,B400,5
Beattie,B300,5
Beaver,B160,5
Benjamin,B525,5
Bennet,B530,5
Benney,B500,5
Berridge,B632,5
Beynon,B550,5
Bligh,B420,5
Blizard,B426,5
Boddy,B300,5
Bolt,B430,5
Bonney,B500,5
Boot,B300,5
Boughton,B235,5
Bourn,B650,5
Bowley,B400,5
Bowling,B452,5
Brain,B650,5
Branson,B652,5
Brennan,B655,5
Bridgeman,B632,5
Brindle,B653,5
Britten,B635,5
Brooker,B626,5
Broome,B650,5
Burden,B635,5
Burley,B640,5
Burr,B600,5
Burroughs,B622,5
Caldwell,C434,5
Callard,C463,5
Camp,C510,5
Canham,C550,5
Cann,C500,5
Capper,C160,5
Cass,C200,5
Caswell,C240,5
Catchpole,C321,5
Chamberlin,C516,5
Chantler,C534,5
Charlesworth,C642,5
Chatterton,C363,5
Cheesman,C255,5
Chilton,C435,5
Chown,C500,5
Christie,C623,5
Cockerill,C264,5
Colwill,C440,5
Conolly,C540,5
Conway,C500,5
Coombe,C510,5
Corbett,C613,5
Corfield,C614,5
Corker,C626,5
Cornock,C652,5
Couch,C200,5
Courtney,C635,5
Coxon,C250,5
Cracknell,C625,5
Crisp,C621,5
Crookes,C622,5
Crooks,C620,5
Crosland,C624,5
Crosthwaite,C623,5
Crowe,C600,5
Cutting,C352,5
Dabbs,D120,5
Dalley,D400,5
Dawkins,D252,5
Deane,D500,5
Deeming,D552,5
Derbyshire,D612,5
Devine,D150,5
Dew,D000,5
Dewey,D000,5
Dewhirst,D623,5
Dodsworth,D326,5
Dore,D600,5
Down,D500,5
Dugdale,D234,5
Durston,D623,5
Eames,E520,5
Earnshaw,E652,5
Eaves,E120,5
Ecclestone,E242,5
Eddy,E300,5
Edge,E320,5
Egan,E250,5
Eley,E400,5
Ewins,E520,5
Fairbrother,F616,5
Falkner,F425,5
Farrell,F640,5
Felton,F435,5
Ferris,F620,5
Fitch,F320,5
Foley,F400,5
Foot,F300,5
Fordham,F635,5
Forsyth,F623,5
Fowell,F400,5
Foy,F000,5
Frankland,F652,5
Freer,F660,5
Friday,F630,5
Friend,F653,5
Furner,F656,5
Gamble,G514,5
Gilman,G455,5
Gleave,G410,5
Gooding,G352,5
Goodlad,G343,5
Gover,G160,5
Greening,G655,5
Gregson,G625,5
Gribble,G614,5
Grubb,G610,5
Gunn,G500,5
Halstead,H423,5
Hamblin,H514,5
Hambly,H514,5
Harley,H640,5
Harrap,H610,5
Harrold,H643,5
Hatch,H320,5
Heathcote,H323,5
Hemming,H552,5
Hibberd,H163,5
Hickling,H245,5
Higginbottom,H251,5
Hinde,H530,5
Hiorns,H652,5
Hirons,H652,5
Hiscock,H220,5
Hitchins,H325,5
Hollingshead,H452,5
Homer,H560,5
Hook,H200,5
Hooker,H260,5
Hoskins,H252,5
Howland,H453,5
Howlett,H430,5
Hoyland,H453,5
Huckle,H240,5
Hutt,H300,5
Ibberson,I162,5
Ingle,I524,5
Irish,I620,5
Ivey,I100,5
Jarman,J655,5
Jefferies,J162,5
Jepson,J125,5
Jopling,J145,5
Joseph,J210,5
Jowett,J300,5
Jude,J300,5
Keates,K320,5
Keene,K500,5
Kelsall,K424,5
Kennett,K530,5
Kenworthy,K563,5
Kettle,K340,5
Key,K000,5
Kilner,K456,5
Kimber,K516,5
Kingdon,K523,5
Kirkby,K621,5
Kirkland,K624,5
Kirton,K635,5
Lacy,L200,5
Lander,L536,5
Lang,L520,5
Langridge,L526,5
Langton,L523,5
Laver,L160,5
Laverick,L162,5
Lawley,L400,5
Lawrance,L652,5
Lazenby,L251,5
Lever,L160,5
Lilley,L400,5
Lilly,L400,5
Lindley,L534,5
Livesey,L120,5
Locke,L200,5
Logan,L250,5
Lowes,L200,5
Luff,L100,5
Lunt,L530,5
Macey,M200,5
Maddox,M320,5
Makin,M250,5
Mallard,M463,5
Mallett,M430,5
Malley,M400,5
Maloney,M450,5
Mantle,M534,5
Marland,M645,5
Marston,M623,5
Martyn,M635,5
Maskell,M240,5
Matthew,M300,5
Mayhew,M000,5
Mayne,M500,5
Mayo,M000,5
McCabe,M210,5
McDermott,M236,5
McGrath,M263,5
Meads,M320,5
Merriman,M655,5
Mewman,M550,5
Millen,M450,5
Milligan,M425,5
Millward,M463,5
Milsom,M425,5
Moran,M650,5
Moreton,M635,5
Morrey,M600,5
Mort,M630,5
Moulton,M435,5
Murton,M635,5
Newberry,N160,5
Newbery,N160,5
Newbold,N143,5
Newham,N500,5
Newsome,N250,5
Nichol,N240,5
Noakes,N220,5
Nolan,N450,5
Norbury,N616,5
Nott,N300,5
Nowell,N400,5
OBrian,O165,5
OHara,O600,5
Openshaw,O152,5
Ord,O630,5
Organ,O625,5
Orton,O635,5
Outhwaite,O330,5
Paice,P200,5
Parnell,P654,5
Patten,P350,5
Peake,P200,5
Pearman,P655,5
Peet,P300,5
Pegg,P200,5
Pendlebury,P534,5
Penney,P500,5
Pettitt,P330,5
Philipps,P412,5
Philpott,P413,5
Picken,P250,5
Pilgrim,P426,5
Pinkney,P525,5
Pinnington,P552,5
Pitman,P355,5
Place,P420,5
Popplewell,P144,5
Poulter,P436,5
Poyser,P260,5
Proud,P630,5
Pullin,P450,5
Purkis,P622,5
Raby,R100,5
Raine,R500,5
Ramsey,R520,5
Randell,R534,5
Ranson,R525,5
Raper,R160,5
Rawcliffe,R241,5
Rea,R000,5
Redford,R316,5
Redman,R355,5
Regan,R250,5
Rendell,R534,5
Riddle,R340,5
Ridgway,R320,5
Roach,R200,5
Robertshaw,R163,5
Rooke,R200,5
Ruddock,R320,5
Rundle,R534,5
Rush,R200,5
Rushforth,R216,5
Sage,S200,5
Saunderson,S536,5
Saville,S140,5
Saxton,S235,5
Scudamore,S235,5
Seager,S260,5
Seal,S400,5
Seaman,S550,5
Seccombe,S251,5
Secker,S260,5
Sexton,S235,5
Shephard,S163,5
Sherlock,S642,5
Sherratt,S630,5
Shields,S432,5
Shipman,S155,5
Shipp,S100,5
Shipton,S135,5
Shore,S600,5
Shorrock,S620,5
Silk,S420,5
Singleton,S524,5
Skidmore,S235,5
Sleeman,S455,5
Slingsby,S452,5
Smithers,S536,5
Snaith,S530,5
Snelson,S542,5
Snowden,S535,5
Southwell,S340,5
Southworth,S363,5
Spear,S160,5
Spiers,S162,5
Spratt,S163,5
Spurr,S160,5
Standing,S353,5
Stanford,S351,5
Stimson,S352,5
Stockdale,S323,5
Stratford,S363,5
Stratton,S363,5
Strong,S365,5
Sturgess,S362,5
Sutherland,S364,5
Swann,S500,5
Syer,S600,5
Syrett,S630,5
Tennant,T553,5
Thomason,T525,5
Thornhill,T654,5
Tickle,T240,5
Tillett,T430,5
Timmins,T552,5
Timms,T520,5
Timson,T525,5
Tingle,T524,5
Tinkler,T524,5
Tizard,T263,5
Tomkinson,T525,5
Tonks,T520,5
Toy,T000,5
Trigg,T620,5
Trotman,T635,5
Wakelin,W245,5
Wallwork,W462,5
Warne,W650,5
Waugh,W200,5
Way,W000,5
Wentworth,W536,5
Wesley,W240,5
Wetherall,W364,5
Wetton,W350,5
Whittington,W352,5
Wickens,W252,5
Wightman,W235,5
Wilby,W410,5
Wildman,W435,5
Wilkes,W422,5
Willmott,W453,5
Windsor,W532,5
Winstone,W523,5
Withers,W362,5
Womersley,W562,5
Woodall,W340,5
Woodfield,W314,5
Woodley,W340,5
Wooldridge,W436,5
Worley,W640,5
Wrightson,W623,5
Wykes,W220,5
Yeoman,Y550,5
Abbot,A130,4
Abram,A165,4
Abson,A125,4
Adam,A350,4
Addis,A320,4
Ainley,A540,4
Airey,A600,4
Alderman,A436,4
Aldred,A436,4
Allport,A416,4
Allwood,A430,4
Altham,A435,4
Ambler,A514,4
Ames,A520,4
Angrave,A526,4
Appleyard,A146,4
Argent,A625,4
Armstead,A652,4
Arscott,A623,4
Ashford,A216,4
Ashwell,A240,4
Aspinwall,A215,4
Atterbury,A361,4
Attwood,A330,4
Avis,A120,4
Baddeley,B340,4
Baigent,B253,4
Baillie,B400,4
Bairstow,B623,4
Bakewell,B240,4
Balmer,B456,4
Bamber,B516,4
Bastin,B235,4
Baston,B235,4
Bayes,B200,4
Bayly,B400,4
Beadle,B340,4
Beanland,B545,4
Beare,B600,4
Bebbington,B152,4
Beckwith,B230,4
Bee,B000,4
Beech,B200,4
Bees,B200,4
Beeton,B350,4
Benbow,B510,4
Bennison,B525,4
Bentham,B535,4
Berriman,B655,4
Berryman,B655,4
Bethell,B340,4
Bickley,B240,4
Bignell,B254,4
Birchall,B624,4
Birdsall,B632,4
Birtwhistle,B632,4
Blackshaw,B420,4
Blackwell,B424,4
Blair,B460,4
Blakemore,B425,4
Blight,B423,4
Bliss,B420,4
Blow,B400,4
Blower,B460,4
Board,B630,4
Boggis,B220,4
Boorman,B655,4
Borrett,B630,4
Bostock,B232,4
Botham,B350,4
Bould,B430,4
Boulter,B436,4
Bowes,B200,4
Boxall,B240,4
Bradfield,B631,4
Brailsford,B642,4
Bramley,B654,4
Brawn,B650,4
Brentnall,B653,4
Briscoe,B620,4
Brooksbank,B621,4
Broomhead,B653,4
Brotherton,B636,4
Bucknell,B254,4
Bullivant,B415,4
Bunce,B520,4
Burchell,B624,4
Burnard,B656,4
Burne,B650,4
Burnham,B655,4
Bushell,B240,4
Buswell,B240,4
Byron,B650,4
Cadman,C355,4
Cadwallader,C343,4
Cairns,C652,4
Callow,C400,4
Capel,C140,4
Carling,C645,4
Carman,C655,4
Carrick,C620,4
Cater,C360,4
Cavill,C140,4
Cawley,C400,4
Chalkley,C424,4
Chance,C520,4
Chant,C530,4
Chappel,C140,4
Charnley,C654,4
Chell,C400,4
Chesterton,C236,4
Chick,C200,4
Chinn,C500,4
Chisholm,C245,4
Chivers,C162,4
Claxton,C423,4
Cleasby,C421,4
Clee,C400,4
Cliffe,C410,4
Clissold,C424,4
Clutterbuck,C436,4
Cobb,C100,4
Colbert,C416,4
Colegate,C423,4
Colton,C435,4
Comley,C540,4
Coney,C500,4
Conner,C560,4
Connolly,C540,4
Conroy,C560,4
Coop,C100,4
Coppin,C150,4
Corbet,C613,4
Corby,C610,4
Cordwell,C634,4
Cornelius,C654,4
Cottam,C350,4
Cotterell,C364,4
Coultas,C432,4
Coulton,C435,4
Counsell,C524,4
Coverdale,C163,4
Cowap,C100,4
Cowling,C452,4
Cozens,C252,4
Craddock,C632,4
Cranstone,C652,4
Crawshaw,C620,4
Creaser,C626,4
Crew,C600,4
Crocker,C626,4
Crossman,C625,4
Crozier,C626,4
Cullis,C420,4
Culver,C416,4
Curnow,C650,4
Dacey,D200,4
Daines,D520,4
Dainty,D530,4
Daley,D400,4
Dann,D500,4
Darley,D640,4
Darling,D645,4
Darvill,D614,4
Deakin,D250,4
Deal,D400,4
Dear,D600,4
Delany,D450,4
Dell,D400,4
Denby,D510,4
Denison,D525,4
Dennington,D552,4
Dexter,D236,4
Dimond,D553,4
Dix,D200,4
Dobbs,D120,4
Dodgson,D325,4
Downey,D500,4
Dowsett,D230,4
Dowsing,D252,4
Driscoll,D624,4
Duggan,D250,4
Dunham,D550,4
Dye,D000,4
Eade,E300,4
Eagle,E240,4
Easter,E236,4
Easton,E235,4
Edis,E320,4
Edmondson,E355,4
Egerton,E263,4
Ekins,E252,4
Elkington,E425,4
Elkins,E425,4
Else,E420,4
Elton,E435,4
Emmott,E530,4
Emms,E520,4
Errington,E652,4
Etchells,E324,4
Etherington,E365,4
Eustace,E232,4
Eve,E100,4
Everard,E166,4
Ewens,E520,4
Farr,F600,4
Farrand,F653,4
Fennell,F540,4
Fielden,F435,4
Filby,F410,4
Fitzpatrick,F321,4
Foreman,F655,4
Forrester,F623,4
Forshaw,F620,4
Gadsby,G321,4
Galloway,G400,4
Gammon,G550,4
Gant,G530,4
Garbutt,G613,4
Garrard,G663,4
Gayton,G350,4
Geary,G600,4
Genders,G536,4
Gibbon,G150,4
Gillett,G430,4
Ginn,G500,4
Glanville,G451,4
Gooch,G200,4
Goodridge,G363,4
Goodson,G325,4
Gorton,G635,4
Goulding,G435,4
Grady,G630,4
Greenall,G654,4
Greenaway,G650,4
Greenough,G652,4
Greenslade,G652,4
Greenway,G650,4
Gregg,G620,4
Gretton,G635,4
Grime,G650,4
Gunner,G560,4
Gunning,G552,4
Hackett,H230,4
Hacking,H252,4
Haden,H350,4
Hain,H500,4
Hainsworth,H526,4
Halsall,H424,4
Halton,H435,4
Ham,H500,4
Hammonds,H553,4
Hann,H500,4
Hannah,H500,4
Hannam,H550,4
Hannant,H553,4
Hansford,H521,4
Harker,H626,4
Hassall,H240,4
Hatcher,H326,4
Hatfield,H314,4
Hattersley,H362,4
Havard,H163,4
Hayter,H360,4
Heal,H400,4
Heald,H430,4
Heather,H360,4
Hedger,H326,4
Hemingway,H552,4
Hemsley,H524,4
Hendy,H530,4
Heron,H650,4
Hewson,H250,4
Hey,H000,4
Hick,H200,4
Hickey,H200,4
Hilliar,H460,4
Hines,H520,4
Hoar,H600,4
Hobden,H135,4
Holcroft,H426,4
Holderness,H436,4
Hollingsworth,H452,4
Hollingworth,H452,4
Hollows,H420,4
Hornsby,H652,4
Horsfall,H621,4
Horwood,H630,4
Hosking,H252,4
Housley,H240,4
Howse,H200,4
Hume,H500,4
Huntley,H534,4
Hurd,H630,4
Hurn,H650,4
Hutson,H325,4
Hyam,H500,4
Innes,I520,4
Inness,I520,4
Ivins,I152,4
Jamieson,J525,4
Jasper,J216,4
Jefferys,J162,4
Jeffrey,J160,4
Jeffreys,J162,4
Jennison,J525,4
Jewitt,J300,4
Jinks,J520,4
Jolley,J400,4
Julian,J450,4
Justice,J232,4
Kean,K500,4
Kearney,K650,4
Keeling,K452,4
Keightley,K234,4
Kendal,K534,4
Kenny,K500,4
Kerslake,K624,4
Killick,K420,4
Kingham,K525,4
Kingston,K523,4
Kirkman,K625,4
Kitching,K325,4
Land,L530,4
Langhorn,L526,4
Laughton,L235,4
Laurenson,L652,4
Lay,L000,4
Layfield,L143,4
Layton,L350,4
Leadbetter,L313,4
Lear,L600,4
Leek,L200,4
Lemon,L550,4
Light,L230,4
Lincoln,L524,4
Loader,L360,4
Lobb,L100,4
Lockett,L230,4
Lockey,L200,4
Longbottom,L521,4
Longstaff,L523,4
Lowndes,L532,4
Lowther,L360,4
Luxton,L235,4
Lyne,L500,4
Lynn,L500,4
Mackay,M200,4
Maden,M350,4
Magee,M200,4
Mahony,M500,4
Maiden,M350,4
Maidment,M355,4
Malone,M450,4
Maltby,M431,4
Manion,M550,4
Manser,M526,4
March,M620,4
Marwood,M630,4
Masey,M200,4
Mathias,M320,4
Mattinson,M352,4
Maude,M300,4
McAllister,M242,4
McCarty,M263,4
McDonnell,M235,4
McGowan,M250,4
McGregor,M262,4
McKenzie,M252,4
McLaughlin,M242,4
Meadowcroft,M326,4
Medley,M340,4
Mellar,M460,4
Merrick,M620,4
Milward,M463,4
Minns,M520,4
Mitchel,M324,4
Moorehouse,M620,4
Morrell,M640,4
Morrish,M620,4
Morriss,M620,4
Mounsey,M520,4
Mountford,M531,4
Moyle,M400,4
Mullen,M450,4
Muller,M460,4
Murgatroyd,M623,4
Musgrave,M261,4
Musson,M250,4
Mutton,M350,4
Newey,N000,4
Niblett,N143,4
Noon,N500,4
OConnor,O256,4
Odell,O340,4
Oldman,O435,4
ONeill,O540,4
Onions,O552,4
Orgill,O624,4
Orme,O650,4
Osmond,O255,4
Ovens,O152,4
Packer,P260,4
Packham,P250,4
Paddon,P350,4
Paget,P230,4
Paley,P400,4
Palfreyman,P416,4
Papworth,P163,4
Parkins,P625,4
Parrish,P620,4
Pass,P200,4
Patchett,P323,4
Pateman,P355,4
Pattinson,P352,4
Peart,P630,4
Peirce,P620,4
Penfold,P514,4
Pennell,P540,4
Percy,P620,4
Perrett,P630,4
Perring,P652,4
Petherick,P362,4
Philips,P412,4
Philipson,P412,4
Phillip,P410,4
Pick,P200,4
Piercey,P620,4
Pincott,P523,4
Pindar,P536,4
Pinniger,P526,4
Plowman,P455,4
Pocock,P220,4
Pooley,P400,4
Pott,P300,4
Pottle,P340,4
Povey,P100,4
Power,P600,4
Prentice,P653,4
Prime,P650,4
Pring,P652,4
Pritty,P630,4
Prout,P630,4
Pryce,P620,4
Purcell,P624,4
Pyle,P400,4
Quinn,Q500,4
Quinton,Q535,4
Race,R200,4
Radcliffe,R324,4
Raggett,R230,4
Rain,R500,4
Ramsbottom,R521,4
Ransom,R525,4
Raw,R000,4
Rawlins,R452,4
Reade,R300,4
Reading,R352,4
Redfern,R316,4
Redwood,R330,4
Reeder,R360,4
Rigg,R200,4
Ripley,R140,4
Rippon,R150,4
Robert,R163,4
Roden,R350,4
Rodway,R300,4
Room,R500,4
Rooney,R500,4
Root,R300,4
Rowbotham,R135,4
Rowbottom,R135,4
Rowlinson,R452,4
Ruffell,R140,4
Sainsbury,S521,4
Sands,S532,4
Satterthwaite,S363,4
Saul,S400,4
Saxby,S210,4
Scanlan,S254,4
Seabrook,S162,4
Sedgwick,S322,4
Selby,S410,4
Shadforth,S316,4
Shellard,S463,4
Shelley,S400,4
Shepheard,S163,4
Sheridan,S635,4
Sherwin,S650,4
Shield,S430,4
Simcox,S522,4
Simpkin,S512,4
Sissons,S252,4
Skipper,S216,4
Smalley,S540,4
Smithies,S532,4
Snape,S510,4
Solomon,S455,4
Soper,S160,4
Southern,S365,4
Southon,S350,4
Speak,S120,4
Spearing,S165,4
Speed,S130,4
Spratley,S163,4
Springett,S165,4
Spry,S160,4
Squibb,S210,4
Stagg,S320,4
Stanfield,S351,4
Starkie,S362,4
Stebbings,S315,4
Stelfox,S341,4
Stiles,S342,4
Stockwell,S324,4
Stonier,S356,4
Strachan,S362,4
Stretton,S363,4
Sweet,S300,4
Swinburn,S516,4
Symes,S520,4
Tansley,T524,4
Teesdale,T234,4
Tester,T236,4
Thacker,T260,4
Thatcher,T326,4
Theaker,T260,4
Theobald,T143,4
Thick,T200,4
Thorley,T640,4
Thurlow,T640,4
Tickner,T256,4
Tidy,T300,4
Tildesley,T432,4
Tippet,T130,4
Tomlin,T545,4
Tootell,T340,4
Townson,T525,4
Trafford,T616,4
Trevor,T616,4
Triggs,T620,4
Tripp,T610,4
Trott,T630,4
Tudor,T360,4
Turney,T650,4
Turpin,T615,4
Tye,T000,4
Tyrer,T660,4
Tyrrell,T640,4
Tyson,T250,4
Uren,U650,4
Uttley,U340,4
Vale,V400,4
Vallis,V420,4
Vann,V500,4
Venn,V500,4
Vickery,V260,4
Vince,V520,4
Wager,W260,4
Wait,W300,4
Walch,W420,4
Walkden,W423,4
Walsham,W425,4
Wardell,W634,4
Wardley,W634,4
Warn,W650,4
Warriner,W656,4
Waterson,W362,4
Weatherall,W364,4
Weeden,W350,4
Weir,W600,4
Wellington,W452,4
Westerman,W236,4
Western,W236,4
Westlake,W234,4
Whatley,W340,4
Whitley,W340,4
Whitlock,W342,4
Wignall,W254,4
Willan,W450,4
Willey,W400,4
Wilmot,W453,4
Winder,W536,4
Winfield,W514,4
Wingrove,W526,4
Wolfe,W410,4
Woodhall,W340,4
Woodrow,W360,4
Wookey,W200,4
Wooler,W460,4
Worgan,W625,4
Workman,W625,4
Wormald,W654,4
Worth,W630,4
Worton,W635,4
Wren,W650,4
Wrigglesworth,W624,4
Wynne,W500,4
Yardley,Y634,4
Abbey,A100,3
Abbotts,A132,3
Abell,A140,3
Ablett,A143,3
Adderley,A364,3
Agar,A260,3
Aitken,A325,3
Alderton,A436,3
Aldous,A432,3
Alker,A426,3
Alston,A423,3
Alton,A435,3
Amer,A560,3
Amey,A500,3
Angell,A524,3
Angove,A521,3
Anness,A520,3
Antrobus,A536,3
Aplin,A145,3
Arnett,A653,3
Asher,A260,3
Ashman,A255,3
Ashmore,A256,3
Aspin,A215,3
Asprey,A216,3
Astley,A234,3
Atwell,A340,3
Audley,A340,3
Bache,B200,3
Bachelor,B246,3
Back,B200,3
Baggs,B200,3
Baguley,B240,3
Bain,B500,3
Baird,B630,3
Balcombe,B425,3
Banfield,B514,3
Banister,B523,3
Bannan,B550,3
Barden,B635,3
Bardsley,B632,3
Barge,B620,3
Barnet,B653,3
Barnfather,B651,3
Barnfield,B651,3
Barr,B600,3
Barret,B630,3
Barrowclough,B624,3
Bartram,B636,3
Barwick,B620,3
Bastow,B230,3
Baugh,B200,3
Baum,B500,3
Baxendale,B253,3
Bayles,B420,3
Baynes,B520,3
Bays,B200,3
Beach,B200,3
Beagley,B240,3
Beatty,B300,3
Beavan,B150,3
Beaven,B150,3
Bebb,B100,3
Bedson,B325,3
Beeching,B252,3
Beeston,B235,3
Begley,B240,3
Beilby,B410,3
Beldon,B435,3
Bellis,B420,3
Benjafield,B521,3
Berwick,B620,3
Bessant,B253,3
Bettinson,B352,3
Beverley,B164,3
Bevis,B120,3
Bickerstaff,B262,3
Bickle,B240,3
Bidgood,B323,3
Biggin,B250,3
Bigwood,B230,3
Bill,B400,3
Billinge,B452,3
Billingham,B452,3
Billings,B452,3
Bindley,B534,3
Binks,B520,3
Binnington,B552,3
Birkinshaw,B625,3
Birks,B620,3
Blakey,B420,3
Blamey,B450,3
Blandford,B453,3
Blatherwick,B436,3
Bleasdale,B423,3
Blewett,B430,3
Blinkhorn,B452,3
Bloom,B450,3
Bloomer,B456,3
Bloor,B460,3
Bloye,B400,3
Blunden,B453,3
Boaden,B350,3
Bonner,B560,3
Boothroyd,B363,3
Bosson,B250,3
Boucher,B260,3
Bourke,B620,3
Bousfield,B214,3
Boutell,B340,3
Bovey,B100,3
Bowater,B360,3
Bowdin,B350,3
Bowser,B260,3
Box,B200,3
Boys,B200,3
Brace,B620,3
Bracewell,B624,3
Bradey,B630,3
Brammer,B656,3
Branch,B652,3
Brandon,B653,3
Brannan,B655,3
Brant,B653,3
Braund,B653,3
Brazier,B626,3
Brereton,B663,3
Brewster,B623,3
Brian,B650,3
Bridger,B632,3
Brighton,B623,3
Broadhead,B633,3
Brockway,B620,3
Brockwell,B624,3
Brodie,B630,3
Brodrick,B636,3
Brookfield,B621,3
Broomfield,B651,3
Broster,B623,3
Brownbill,B651,3
Brownlow,B654,3
Bruton,B635,3
Buckhout?,B230,3
Buckton,B235,3
Budgen,B325,3
Bugg,B200,3
Bulley,B400,3
Bullough,B420,3
Bumford,B516,3
Bundey,B530,3
Bundy,B530,3
Burbidge,B613,3
Burdon,B635,3
Burgoyne,B625,3
Burk,B620,3
Burnell,B654,3
Burridge,B632,3
